order_id,order_date,customer_id,product_id,store_id,sales_channel,quantity,unit_price,discount_pct,total_amount,cost_price,profit,is_returned,order_month,order_year
O02484,2024-01-24,C0501,P0872,S031,In-Store,1,72.76,0.0,72.76,60.01,12.750000000000007,0,2024-01,2024
O02485,2024-12-29,C0058,P0603,Online,Online,2,31.8,0.1,57.24,24.75,12.690000000000001,0,2024-12,2024
O02486,2023-12-02,C0274,P1131,S035,In-Store,2,64.36,0.05,122.28,33.26,59.09,0,2023-12,2023
O02487,2024-07-31,C0179,P0212,S037,In-Store,1,313.84,0.0,313.84,198.95,114.88999999999999,0,2024-07,2024
O02488,2024-05-25,C0183,P0383,Online,Online,1,108.18,0.05,102.77,68.98,37.24,1,2024-05,2024
O02489,2023-11-10,C0582,P1125,Online,Online,1,90.35,0.1,81.31,60.59,26.783999999999992,0,2023-11,2023
O02490,2023-10-31,C0407,P0550,S004,In-Store,1,142.36,0.0,142.36,108.31,34.05000000000001,0,2023-10,2023
O02491,2024-11-02,C0025,P0146,S056,In-Store,1,297.56,0.0,297.56,199.4,98.16,0,2024-11,2024
O02492,2025-01-22,C0082,P0819,S028,In-Store,1,85.93,0.0,85.93,71.29,14.64,0,2025-01,2025
O02493,2023-04-29,C0701,P0022,S018,In-Store,2,124.36,0.05,236.28,104.0,38.684,0,2023-04,2023
O02494,2024-07-08,C0423,P0939,Online,Online,3,201.44,0.1,543.89,118.69,223.425,0,2024-07,2024
O02495,2025-02-18,C0229,P0231,S028,In-Store,1,103.03,0.05,97.88,60.23,40.660000000000004,0,2025-02,2025
O02496,2023-05-04,C0596,P0908,S015,In-Store,2,210.56,0.0,421.12,133.22,154.68,0,2023-05,2023
O02497,2024-06-23,C0576,P0066,S048,In-Store,1,224.19,0.1,201.77,172.43,46.583999999999996,0,2024-06,2024
O02498,2023-12-05,C0160,P0716,S039,In-Store,2,380.68,0.1,685.22,192.9,338.004,0,2023-12,2023
O02499,2024-09-23,C0618,P0448,Online,In-Store,1,117.04,0.05,111.19,101.16,15.08600000000001,0,2024-09,2024
O02500,2025-02-02,C0161,P1010,Online,Online,2,228.83,0.0,457.66,166.74,124.18,0,2025-02,2025
O02501,2024-06-06,C0586,P0241,S014,In-Store,1,195.47,0.1,175.92,150.43,40.535999999999994,0,2024-06,2024
O02502,2023-06-29,C0305,P1153,S003,In-Store,3,152.8,0.05,435.48,103.2,141.36,0,2023-06,2023
O02503,2023-12-30,C0735,P0859,S041,In-Store,1,335.31,0.1,301.78,194.06,127.125,0,2023-12,2023
O02504,2023-12-14,C0464,P0340,S019,In-Store,2,68.28,0.1,122.9,43.82,44.028000000000006,0,2023-12,2023
O02505,2024-03-22,C0602,P1001,Online,Online,1,125.39,0.1,112.85,71.57,48.43800000000001,0,2024-03,2024
O02506,2024-02-07,C0740,P0001,S034,In-Store,1,13.26,0.2,10.61,11.2,1.6480000000000006,0,2024-02,2024
O02507,2024-07-29,C0002,P0857,S023,In-Store,1,17.94,0.2,14.35,10.57,5.896000000000001,0,2024-07,2024
O02508,2025-03-06,C0022,P0347,Online,Online,1,63.73,0.0,63.73,38.25,25.479999999999997,0,2025-03,2025
O02509,2023-10-29,C0105,P1157,S054,In-Store,1,35.5,0.05,33.73,26.33,8.711500000000001,0,2023-10,2023
O02510,2024-08-13,C0169,P0381,S057,In-Store,1,169.3,0.1,152.37,107.47,55.64700000000001,0,2024-08,2024
O02511,2023-05-12,C0306,P0487,S017,In-Store,2,134.85,0.1,242.73,112.2,40.76999999999999,0,2023-05,2023
O02512,2024-12-08,C0035,P1197,Online,Online,2,252.57,0.05,479.88,154.11,187.07399999999996,0,2024-12,2024
O02513,2023-08-08,C0197,P0506,Online,Online,2,76.44,0.0,152.88,44.45,63.97999999999999,0,2023-08,2023
O02514,2023-11-24,C0250,P0732,Online,Online,2,186.46,0.05,354.27,95.93,172.007,0,2023-11,2023
O02515,2023-08-14,C0667,P0678,S003,In-Store,1,109.85,0.0,109.85,74.79,35.05999999999999,0,2023-08,2023
O02516,2023-11-22,C0746,P0463,S018,In-Store,2,192.98,0.1,347.36,114.83,140.67,0,2023-11,2023
O02517,2023-12-06,C0699,P0068,Online,Online,1,111.71,0.2,89.37,82.7,23.207999999999995,0,2023-12,2023
O02518,2023-10-10,C0567,P1147,Online,Online,2,262.37,0.05,498.5,151.81,210.064,0,2023-10,2023
O02519,2024-08-14,C0773,P0502,Online,Online,2,256.28,0.05,486.93,165.85,171.81699999999995,0,2024-08,2024
O02520,2025-03-07,C0252,P0807,Online,In-Store,1,135.25,0.2,108.2,80.88,43.49600000000001,0,2025-03,2025
O02521,2024-11-08,C0550,P0054,S047,In-Store,2,315.6,0.05,599.64,178.49,260.509,0,2024-11,2024
O02522,2024-02-04,C0373,P0551,S005,In-Store,1,170.18,0.05,161.67,143.77,25.089499999999994,0,2024-02,2024
O02523,2025-04-03,C0058,P0909,S048,In-Store,1,224.22,0.2,179.38,112.27,89.56,0,2025-04,2025
O02524,2023-10-03,C0626,P0274,S007,In-Store,3,285.95,0.05,814.96,198.93,248.00699999999995,0,2023-10,2023
O02525,2024-10-13,C0508,P0822,Online,Online,1,79.83,0.2,63.86,55.27,19.647999999999996,0,2024-10,2024
O02526,2024-01-04,C0602,P0761,Online,Online,1,240.31,0.0,240.31,125.81,114.5,0,2024-01,2024
O02527,2024-04-25,C0393,P0373,S055,In-Store,2,124.26,0.1,223.67,105.48,33.804,0,2024-04,2024
O02528,2023-12-10,C0579,P0416,S021,In-Store,2,166.68,0.0,333.36,149.54,34.28000000000003,0,2023-12,2023
O02529,2023-10-04,C0185,P0810,S044,In-Store,1,235.44,0.05,223.67,143.76,87.096,0,2023-10,2023
O02530,2025-02-20,C0381,P0475,S008,In-Store,3,213.94,0.2,513.46,117.58,231.264,0,2025-02,2025
O02531,2023-12-26,C0280,P0969,S042,In-Store,2,171.98,0.2,275.17,90.71,130.032,0,2023-12,2023
O02532,2025-01-29,C0105,P0290,S056,In-Store,1,209.97,0.2,167.98,105.5,83.57600000000001,0,2025-01,2025
O02533,2024-11-26,C0784,P0468,Online,Online,1,146.22,0.05,138.91,97.85,45.9515,0,2024-11,2024
O02534,2024-08-01,C0545,P0550,S008,In-Store,1,142.36,0.1,128.12,108.31,30.64500000000001,0,2024-08,2024
O02535,2023-06-01,C0170,P0216,Online,Online,2,328.08,0.05,623.35,190.95,260.54699999999997,0,2023-06,2023
O02536,2023-05-11,C0363,P0020,S017,In-Store,1,165.62,0.05,157.34,137.66,26.562000000000005,0,2023-05,2023
O02537,2024-04-30,C0142,P0205,S006,In-Store,4,14.31,0.1,51.52,7.9,23.076,0,2024-04,2024
O02538,2024-10-24,C0050,P1059,S031,In-Store,2,121.32,0.2,194.11,109.33,19.183999999999994,0,2024-10,2024
O02539,2025-02-05,C0267,P0954,S008,In-Store,2,213.86,0.1,384.95,132.97,145.60200000000003,0,2025-02,2025
O02540,2023-07-26,C0257,P0268,Online,Online,3,128.63,0.0,385.89,95.03,100.79999999999998,0,2023-07,2023
O02541,2024-05-22,C0241,P0520,S043,In-Store,4,288.31,0.1,1037.92,170.34,424.692,0,2024-05,2024
O02542,2024-08-02,C0552,P0224,S047,In-Store,2,11.66,0.0,23.32,6.19,10.94,0,2024-08,2024
O02543,2024-04-29,C0555,P0989,S027,In-Store,2,220.95,0.2,353.52,186.64,54.89600000000001,0,2024-04,2024
O02544,2023-08-01,C0588,P0406,S056,In-Store,2,76.46,0.05,145.27,54.72,41.30599999999999,0,2023-08,2023
O02545,2023-12-08,C0603,P0595,S027,In-Store,1,277.06,0.1,249.35,158.47,106.73100000000001,0,2023-12,2023
O02546,2025-03-26,C0632,P0117,Online,Online,1,197.56,0.2,158.05,116.12,65.152,0,2025-03,2025
O02547,2024-11-14,C0681,P0593,S017,In-Store,1,71.58,0.0,71.58,37.74,33.839999999999996,0,2024-11,2024
O02548,2024-08-21,C0341,P1031,S022,In-Store,1,119.03,0.05,113.08,94.94,22.8855,0,2024-08,2024
O02549,2024-10-19,C0554,P0351,S020,In-Store,1,170.33,0.2,136.26,106.14,51.35200000000001,0,2024-10,2024
O02550,2024-11-04,C0489,P0276,S011,In-Store,1,112.54,0.0,112.54,60.94,51.60000000000001,0,2024-11,2024
O02551,2023-10-04,C0272,P0814,S042,In-Store,1,222.65,0.05,211.52,157.04,62.32950000000001,0,2023-10,2023
O02552,2024-06-20,C0221,P0653,S005,In-Store,2,62.89,0.2,100.62,48.34,23.279999999999998,0,2024-06,2024
O02553,2025-02-16,C0162,P0353,Online,Online,10,157.81,0.1,1420.3,123.96,304.6500000000001,0,2025-02,2025
O02554,2024-11-04,C0108,P1092,Online,Online,2,48.28,0.2,77.25,34.56,21.951999999999998,0,2024-11,2024
O02555,2024-03-23,C0307,P0915,Online,Online,1,287.43,0.2,229.94,184.23,82.56000000000002,0,2024-03,2024
O02556,2025-03-19,C0778,P0515,S041,In-Store,5,29.47,0.0,147.35,18.34,55.64999999999999,0,2025-03,2025
O02557,2024-09-08,C0173,P0332,Online,Online,3,159.7,0.1,431.19,102.16,155.35799999999998,0,2024-09,2024
O02558,2023-07-04,C0583,P1174,Online,Online,1,95.11,0.0,95.11,65.08,30.03,0,2023-07,2023
O02559,2024-05-23,C0620,P0855,S053,In-Store,2,147.61,0.2,236.18,125.53,35.328000000000024,0,2024-05,2024
O02560,2024-10-18,C0419,P0816,Online,Online,1,235.03,0.1,211.53,146.6,79.587,0,2024-10,2024
O02561,2024-11-02,C0053,P1189,S012,In-Store,1,252.18,0.05,239.57,132.49,113.70549999999999,0,2024-11,2024
O02562,2024-01-15,C0291,P0080,Online,Online,1,117.89,0.05,112.0,91.22,25.3365,0,2024-01,2024
O02563,2024-08-26,C0051,P0172,S015,In-Store,2,89.42,0.1,160.96,62.21,48.978,0,2024-08,2024
O02564,2023-08-12,C0551,P0363,Online,Online,1,382.32,0.1,344.09,193.08,170.31599999999997,0,2023-08,2023
O02565,2024-07-12,C0095,P0177,S014,In-Store,2,128.6,0.2,205.76,91.14,59.93599999999999,0,2024-07,2024
O02566,2023-10-06,C0711,P0095,S001,In-Store,2,145.13,0.05,275.75,80.95,121.94199999999998,0,2023-10,2023
O02567,2023-09-01,C0674,P0076,S017,In-Store,3,114.03,0.2,273.67,83.47,73.34400000000001,0,2023-09,2023
O02568,2024-01-15,C0701,P0856,S003,In-Store,1,72.18,0.2,57.74,53.24,15.152000000000005,0,2024-01,2024
O02569,2023-06-26,C0132,P0800,Online,Online,2,100.39,0.1,180.7,78.13,40.06800000000001,0,2023-06,2023
O02570,2024-06-20,C0586,P0666,Online,Online,2,78.53,0.05,149.21,65.86,24.073,0,2024-06,2024
O02571,2024-11-05,C0433,P0184,S027,In-Store,1,207.61,0.05,197.23,118.02,85.11050000000002,0,2024-11,2024
O02572,2023-06-25,C0689,P0227,Online,Online,1,252.06,0.05,239.46,156.48,90.801,0,2023-06,2023
O02573,2023-11-07,C0117,P0025,S050,In-Store,3,83.7,0.1,225.99,51.97,85.671,0,2023-11,2023
O02574,2023-06-22,C0095,P0891,Online,Online,2,183.58,0.05,348.8,115.51,129.333,0,2023-06,2023
O02575,2024-03-13,C0398,P0714,Online,Online,2,219.22,0.1,394.6,133.22,154.8,0,2024-03,2024
O02576,2025-01-29,C0766,P0402,S029,In-Store,1,19.94,0.2,15.95,14.14,4.640000000000001,0,2025-01,2025
O02577,2025-01-03,C0397,P1071,S017,In-Store,1,145.95,0.2,116.76,95.48,40.37599999999999,0,2025-01,2025
O02578,2025-03-04,C0770,P0064,S044,In-Store,1,17.33,0.05,16.46,9.83,7.124999999999998,0,2025-03,2025
O02579,2025-01-02,C0618,P0598,Online,Online,1,169.19,0.0,169.19,93.0,76.19,0,2025-01,2025
O02580,2024-02-06,C0438,P0142,S054,In-Store,1,132.42,0.1,119.18,96.4,32.417999999999985,0,2024-02,2024
O02581,2024-09-28,C0563,P0903,Online,Online,1,221.79,0.0,221.79,165.61,56.17999999999998,0,2024-09,2024
O02582,2024-05-21,C0506,P1156,Online,Online,1,31.98,0.1,28.78,22.03,8.955,0,2024-05,2024
O02583,2023-09-14,C0042,P0345,Online,Online,1,270.31,0.05,256.79,136.39,127.224,0,2023-09,2023
O02584,2023-06-22,C0273,P0547,Online,Online,2,235.33,0.2,376.53,147.83,140.0,0,2023-06,2023
O02585,2024-01-24,C0275,P0707,S021,In-Store,2,185.84,0.05,353.1,101.02,161.15800000000002,0,2024-01,2024
O02586,2024-06-09,C0398,P1172,Online,Online,1,354.52,0.0,354.52,179.72,174.79999999999998,0,2024-06,2024
O02587,2023-06-17,C0300,P1097,S014,In-Store,1,165.33,0.2,132.26,131.32,27.208000000000016,0,2023-06,2023
O02588,2024-07-17,C0140,P0856,S002,In-Store,1,72.18,0.1,64.96,53.24,17.046000000000006,1,2024-07,2024
O02589,2025-01-06,C0177,P0405,S046,In-Store,1,226.02,0.1,203.42,114.67,100.215,0,2025-01,2025
O02590,2023-04-20,C0012,P0006,S014,In-Store,2,233.12,0.1,419.62,147.3,154.476,0,2023-04,2023
O02591,2023-09-29,C0320,P0986,S017,In-Store,2,250.43,0.05,475.82,135.06,219.203,0,2023-09,2023
O02592,2024-03-05,C0743,P0570,Online,Online,1,245.4,0.0,245.4,182.12,63.28,0,2024-03,2024
O02593,2023-08-08,C0033,P1191,S030,In-Store,1,199.61,0.0,199.61,101.14,98.47000000000001,0,2023-08,2023
O02594,2023-09-19,C0437,P0102,S054,In-Store,2,221.14,0.2,353.82,153.44,108.32,0,2023-09,2023
O02595,2024-02-11,C0300,P0454,S058,In-Store,1,57.81,0.1,52.03,39.64,16.353,0,2024-02,2024
O02596,2025-03-05,C0468,P0104,S024,In-Store,1,237.61,0.0,237.61,131.78,105.83000000000001,0,2025-03,2025
O02597,2023-04-25,C0462,P0719,S016,In-Store,3,330.88,0.2,794.11,196.36,322.84799999999996,0,2023-04,2023
O02598,2024-08-14,C0134,P0794,S025,In-Store,2,278.03,0.0,556.06,176.16,203.73999999999995,0,2024-08,2024
O02599,2024-04-03,C0304,P0178,S052,In-Store,2,129.07,0.0,258.14,94.08,69.97999999999999,0,2024-04,2024
O02600,2023-09-01,C0152,P0927,S044,In-Store,1,33.5,0.05,31.82,21.59,11.314499999999999,0,2023-09,2023
O02601,2024-05-15,C0112,P0022,S019,In-Store,2,124.36,0.1,223.85,104.0,36.648,0,2024-05,2024
O02602,2024-08-31,C0465,P1151,S018,In-Store,3,258.14,0.05,735.7,196.34,176.12999999999994,0,2024-08,2024
O02603,2023-11-01,C0770,P0877,Online,Online,1,238.06,0.0,238.06,179.66,58.400000000000006,0,2023-11,2023
O02604,2024-06-26,C0253,P0909,Online,Online,3,224.22,0.2,538.13,112.27,268.68,0,2024-06,2024
O02605,2024-12-27,C0251,P0432,Online,Online,3,95.18,0.2,228.43,49.8,108.91200000000003,0,2024-12,2024
O02606,2023-11-26,C0681,P0432,Online,Online,3,95.18,0.2,228.43,49.8,108.91200000000003,0,2023-11,2023
O02607,2024-04-10,C0698,P0246,S008,In-Store,2,40.0,0.05,76.0,34.44,10.564000000000004,0,2024-04,2024
O02608,2025-03-02,C0430,P0840,S030,In-Store,2,61.12,0.1,110.02,39.44,39.024,0,2025-03,2025
O02609,2023-09-10,C0629,P0033,S028,In-Store,3,288.63,0.2,692.71,158.0,313.512,0,2023-09,2023
O02610,2025-02-23,C0514,P0674,S051,In-Store,2,170.59,0.0,341.18,111.72,117.74000000000001,0,2025-02,2025
O02611,2023-05-05,C0769,P0420,S013,In-Store,1,291.86,0.1,262.67,183.8,97.254,0,2023-05,2023
O02612,2023-10-02,C0173,P1054,S055,In-Store,1,193.12,0.2,154.5,143.87,39.400000000000006,0,2023-10,2023
O02613,2023-07-16,C0024,P0644,S040,In-Store,2,177.67,0.1,319.81,104.75,131.25599999999997,0,2023-07,2023
O02614,2025-01-28,C0686,P0619,S008,In-Store,1,181.23,0.0,181.23,113.49,67.74,0,2025-01,2025
O02615,2024-07-29,C0060,P0537,S035,In-Store,1,101.98,0.2,81.58,76.7,20.224000000000004,0,2024-07,2024
O02616,2024-12-14,C0783,P0159,S025,In-Store,3,223.52,0.2,536.45,165.01,140.42400000000006,0,2024-12,2024
O02617,2024-06-17,C0400,P0421,Online,Online,1,322.09,0.0,322.09,189.31,132.77999999999997,0,2024-06,2024
O02618,2023-09-01,C0411,P0333,S043,In-Store,3,18.57,0.0,55.71,9.52,27.150000000000002,0,2023-09,2023
O02619,2023-11-19,C0594,P1190,Online,Online,3,305.51,0.0,916.53,181.82,371.07,0,2023-11,2023
O02620,2025-02-07,C0580,P1098,S031,In-Store,1,91.83,0.0,91.83,63.28,28.549999999999997,0,2025-02,2025
O02621,2024-05-05,C0428,P0661,S049,In-Store,2,104.14,0.05,197.87,58.34,87.02,0,2024-05,2024
O02622,2023-08-29,C0238,P0949,Online,Online,2,65.96,0.0,131.92,34.58,62.75999999999999,0,2023-08,2023
O02623,2024-09-17,C0315,P0537,Online,Online,3,101.98,0.1,275.35,76.7,68.256,0,2024-09,2024
O02624,2024-07-16,C0211,P0510,S042,In-Store,2,156.58,0.05,297.5,142.22,27.284000000000024,0,2024-07,2024
O02625,2023-08-01,C0089,P0486,S019,In-Store,1,92.81,0.0,92.81,58.6,34.21,0,2023-08,2023
O02626,2024-06-01,C0367,P1158,S026,In-Store,2,275.48,0.2,440.77,175.62,159.77600000000004,0,2024-06,2024
O02627,2024-12-16,C0389,P0367,Online,Online,1,201.12,0.1,181.01,158.65,38.223,1,2024-12,2024
O02628,2024-10-26,C0449,P0388,Online,Online,2,300.86,0.1,541.55,197.3,186.40800000000002,0,2024-10,2024
O02629,2023-06-02,C0543,P0332,S017,In-Store,1,159.7,0.05,151.71,102.16,54.66299999999999,0,2023-06,2023
O02630,2024-07-18,C0524,P0569,S015,In-Store,3,18.44,0.0,55.32,10.75,23.070000000000004,0,2024-07,2024
O02631,2024-05-03,C0596,P0154,S034,In-Store,3,179.52,0.0,538.56,112.41,201.33000000000004,1,2024-05,2024
O02632,2024-05-04,C0514,P0011,S024,In-Store,1,144.13,0.1,129.72,109.16,31.473,0,2024-05,2024
O02633,2024-01-22,C0694,P0233,S041,In-Store,1,82.28,0.0,82.28,63.78,18.5,0,2024-01,2024
O02634,2023-10-04,C0666,P0517,S037,In-Store,1,203.43,0.05,193.26,172.69,29.203000000000007,0,2023-10,2023
O02635,2023-07-21,C0669,P1046,Online,Online,2,206.49,0.0,412.98,141.93,129.12,0,2023-07,2023
O02636,2024-03-26,C0459,P0094,Online,Online,2,105.62,0.0,211.24,69.52,72.20000000000002,0,2024-03,2024
O02637,2023-06-05,C0159,P0844,S002,In-Store,3,106.04,0.2,254.5,72.11,81.43200000000002,0,2023-06,2023
O02638,2024-07-13,C0208,P0063,S034,In-Store,2,243.6,0.0,487.2,185.52,116.15999999999997,0,2024-07,2024
O02639,2025-02-26,C0067,P0930,Online,Online,2,201.43,0.05,382.72,135.99,124.33599999999998,0,2025-02,2025
O02640,2024-01-19,C0615,P0849,S041,In-Store,2,111.61,0.1,200.9,66.13,81.864,0,2024-01,2024
O02641,2024-11-02,C0539,P0668,S001,In-Store,1,153.87,0.0,153.87,89.56,64.31,0,2024-11,2024
O02642,2025-02-11,C0528,P1039,S021,In-Store,1,171.77,0.05,163.18,101.39,66.861,0,2025-02,2025
O02643,2023-10-28,C0478,P0564,Online,Online,3,331.22,0.2,794.93,166.92,394.3200000000001,0,2023-10,2023
O02644,2024-03-14,C0433,P0093,S046,In-Store,1,243.56,0.2,194.85,140.32,82.59200000000001,0,2024-03,2024
O02645,2024-08-09,C0175,P0967,S008,In-Store,2,177.85,0.0,355.7,94.1,167.5,0,2024-08,2024
O02646,2024-05-19,C0543,P0273,S015,In-Store,1,125.14,0.0,125.14,85.9,39.239999999999995,0,2024-05,2024
O02647,2024-12-30,C0650,P0358,S026,In-Store,1,224.02,0.05,212.82,191.29,31.093500000000017,0,2024-12,2024
O02648,2025-03-18,C0270,P0574,Online,Online,1,224.11,0.1,201.7,157.47,59.97600000000001,0,2025-03,2025
O02649,2024-08-15,C0390,P0376,S021,In-Store,2,79.72,0.2,127.55,56.0,37.952,0,2024-08,2024
O02650,2025-03-06,C0083,P0365,Online,Online,1,251.05,0.1,225.95,130.95,108.09000000000002,0,2025-03,2025
O02651,2024-07-22,C0673,P0292,Online,Online,1,106.04,0.1,95.44,58.28,42.98400000000001,0,2024-07,2024
O02652,2025-04-01,C0610,P0038,S017,In-Store,1,179.66,0.05,170.68,95.21,80.22749999999999,0,2025-04,2025
O02653,2024-11-07,C0469,P0745,Online,Online,3,16.81,0.05,47.91,9.63,20.46299999999999,0,2024-11,2024
O02654,2025-01-02,C0272,P1167,S052,In-Store,1,55.44,0.0,55.44,27.8,27.639999999999997,0,2025-01,2025
O02655,2024-10-14,C0385,P0919,Online,Online,3,285.64,0.1,771.23,166.01,323.001,0,2024-10,2024
O02656,2023-10-11,C0325,P0272,S057,In-Store,3,43.92,0.1,118.58,22.88,56.80800000000001,0,2023-10,2023
O02657,2025-04-10,C0363,P0455,S027,In-Store,1,349.41,0.1,314.47,193.71,140.13000000000002,0,2025-04,2025
O02658,2023-09-17,C0081,P1091,S050,In-Store,1,57.04,0.1,51.34,34.03,20.709,0,2023-09,2023
O02659,2024-06-03,C0285,P0033,S055,In-Store,1,288.63,0.2,230.9,158.0,104.504,0,2024-06,2024
O02660,2024-07-18,C0278,P1044,S007,In-Store,1,32.81,0.1,29.53,17.17,14.076,0,2024-07,2024
O02661,2024-07-26,C0583,P0925,S015,In-Store,1,65.74,0.1,59.17,48.31,15.686999999999994,0,2024-07,2024
O02662,2023-09-21,C0729,P0819,S012,In-Store,3,85.93,0.05,244.9,71.29,41.724,0,2023-09,2023
O02663,2024-07-03,C0039,P0780,S029,In-Store,2,253.19,0.2,405.1,194.67,93.63200000000002,0,2024-07,2024
O02664,2024-01-20,C0075,P0264,S019,In-Store,2,69.39,0.2,111.02,40.26,46.608000000000004,0,2024-01,2024
O02665,2023-11-26,C0682,P0356,Online,Online,1,98.78,0.0,98.78,61.12,37.660000000000004,0,2023-11,2023
O02666,2023-11-28,C0190,P1074,S010,In-Store,1,330.13,0.2,264.1,192.54,110.072,0,2023-11,2023
O02667,2023-10-02,C0131,P0022,S025,In-Store,2,124.36,0.0,248.72,104.0,40.72,0,2023-10,2023
O02668,2023-11-16,C0582,P1194,S012,In-Store,2,50.75,0.1,91.35,33.5,31.05,0,2023-11,2023
O02669,2024-10-08,C0604,P0316,S047,In-Store,1,150.05,0.05,142.55,95.84,51.499500000000005,0,2024-10,2024
O02670,2023-12-22,C0769,P1132,S055,In-Store,2,117.68,0.2,188.29,77.83,63.76000000000002,0,2023-12,2023
O02671,2023-10-27,C0475,P1014,S011,In-Store,3,184.27,0.1,497.53,155.05,78.894,0,2023-10,2023
O02672,2023-05-04,C0444,P0025,S015,In-Store,1,83.7,0.1,75.33,51.97,28.557000000000006,0,2023-05,2023
O02673,2024-06-28,C0050,P1071,S051,In-Store,2,145.95,0.1,262.71,95.48,90.84599999999998,0,2024-06,2024
O02674,2023-07-13,C0252,P0195,S038,In-Store,2,151.18,0.05,287.24,77.35,140.27700000000002,0,2023-07,2023
O02675,2023-06-17,C0613,P0173,Online,Online,4,209.18,0.05,794.88,115.36,356.516,0,2023-06,2023
O02676,2024-01-25,C0030,P0009,S018,In-Store,1,250.87,0.1,225.78,173.96,69.219,0,2024-01,2024
O02677,2023-07-03,C0674,P0955,S009,In-Store,2,222.1,0.0,444.2,113.68,216.83999999999997,0,2023-07,2023
O02678,2023-09-06,C0312,P0464,S055,In-Store,1,30.5,0.1,27.45,25.66,4.356,1,2023-09,2023
O02679,2024-01-02,C0577,P0144,Online,Online,2,13.11,0.0,26.22,10.04,6.140000000000001,0,2024-01,2024
O02680,2024-08-15,C0528,P1177,S009,In-Store,1,59.49,0.2,47.59,42.92,13.256,0,2024-08,2024
O02681,2023-10-06,C0605,P1106,S020,In-Store,1,88.1,0.2,70.48,52.32,28.623999999999995,0,2023-10,2023
O02682,2025-01-05,C0760,P0277,Online,Online,2,239.39,0.0,478.78,124.99,228.79999999999998,0,2025-01,2025
O02683,2024-07-03,C0726,P0309,Online,Online,5,364.92,0.05,1733.37,199.47,785.8875,0,2024-07,2024
O02684,2024-07-02,C0237,P0063,S031,In-Store,2,243.6,0.2,389.76,185.52,92.92799999999998,0,2024-07,2024
O02685,2023-12-02,C0104,P0534,S039,In-Store,1,53.64,0.2,42.91,29.75,19.112000000000002,0,2023-12,2023
O02686,2024-06-06,C0582,P1116,S052,In-Store,1,207.01,0.0,207.01,176.53,30.47999999999999,0,2024-06,2024
O02687,2023-10-19,C0378,P0823,S056,In-Store,1,121.11,0.0,121.11,85.42,35.69,0,2023-10,2023
O02688,2025-01-13,C0674,P0746,Online,Online,1,28.27,0.0,28.27,15.58,12.69,0,2025-01,2025
O02689,2023-12-24,C0418,P0837,Online,Online,1,231.93,0.2,185.54,171.59,48.272000000000006,0,2023-12,2023
O02690,2023-12-05,C0491,P0313,S041,In-Store,2,258.17,0.1,464.71,161.71,173.62800000000001,0,2023-12,2023
O02691,2023-04-12,C0006,P0634,Online,Online,1,116.61,0.1,104.95,76.83,35.802,0,2023-04,2023
O02692,2025-01-19,C0123,P0334,S004,In-Store,3,135.83,0.05,387.12,118.75,48.67800000000003,0,2025-01,2025
O02693,2023-09-03,C0633,P0646,S006,In-Store,2,230.95,0.0,461.9,172.99,115.91999999999996,1,2023-09,2023
O02694,2024-04-18,C0501,P1015,Online,Online,1,164.79,0.05,156.55,94.58,66.69949999999999,0,2024-04,2024
O02695,2024-09-10,C0358,P0127,Online,Online,1,89.43,0.0,89.43,62.77,26.660000000000004,0,2024-09,2024
O02696,2024-05-20,C0780,P0367,S009,In-Store,3,201.12,0.1,543.02,158.65,114.669,0,2024-05,2024
O02697,2023-12-30,C0762,P1195,S004,In-Store,2,21.82,0.05,41.46,15.31,12.369,0,2023-12,2023
O02698,2023-06-17,C0198,P0430,S012,In-Store,2,126.13,0.1,227.03,78.96,84.906,0,2023-06,2023
O02699,2025-03-16,C0300,P0635,Online,Online,1,80.35,0.2,64.28,52.18,22.535999999999998,0,2025-03,2025
O02700,2023-05-01,C0623,P0000,S031,In-Store,2,64.65,0.2,103.44,52.75,19.04000000000001,0,2023-05,2023
O02701,2024-07-16,C0767,P1094,S008,In-Store,1,137.56,0.05,130.68,79.96,54.720000000000006,1,2024-07,2024
O02702,2023-12-15,C0067,P0010,S030,In-Store,1,99.46,0.2,79.57,77.19,17.816,0,2023-12,2023
O02703,2024-09-25,C0796,P0146,S040,In-Store,4,297.56,0.0,1190.24,199.4,392.64,0,2024-09,2024
O02704,2024-08-17,C0704,P1141,S022,In-Store,2,83.18,0.0,166.36,51.9,62.56000000000002,0,2024-08,2024
O02705,2024-02-01,C0244,P0340,S037,In-Store,2,68.28,0.1,122.9,43.82,44.028000000000006,0,2024-02,2024
O02706,2024-04-16,C0360,P0785,Online,Online,1,57.39,0.1,51.65,46.09,10.169999999999998,0,2024-04,2024
O02707,2024-10-31,C0075,P1143,S032,In-Store,1,168.73,0.0,168.73,135.46,33.26999999999998,0,2024-10,2024
O02708,2023-07-16,C0557,P0161,S051,In-Store,1,351.88,0.0,351.88,186.91,164.97,0,2023-07,2023
O02709,2023-12-05,C0462,P0533,Online,Online,1,299.75,0.2,239.8,190.84,87.128,0,2023-12,2023
O02710,2025-03-18,C0254,P0239,S003,In-Store,4,322.42,0.2,1031.74,167.25,496.5440000000001,0,2025-03,2025
O02711,2024-07-02,C0002,P0103,Online,Online,1,171.58,0.05,163.0,96.71,71.12650000000002,1,2024-07,2024
